Experiment No,Image name,Collection name,RMSE,Delta E
15,20,SIDD_corrected_danet,29.16950507022131,8.773808794268762
15,20,SIDD_corrected_danet_nldm,27.67090595658793,8.82931802745486
15,20,SIDD_corrected_danet_pp,28.07579897850193,8.526936449912364
15,20,SIDD_corrected_danet_t,29.17613871492422,8.851028893536187
16,21,SIDD,140.1438806786321,41.926534237603725
16,21,SIDD_corrected,34.0459559402496,10.576639373310694
16,21,SIDD_corrected_danet,34.68102886335458,10.917192094304298
16,21,SIDD_corrected_danet_nldm,33.959519167050814,10.528087632671154
16,21,SIDD_corrected_danet_pp,34.26537681358668,10.805725649190911
16,21,SIDD_corrected_danet_t,34.84736294796327,10.956650389984837
17,22,SIDD,110.00932725607103,33.48051707787591
17,22,SIDD_corrected,32.51089811269061,9.674150538272396
17,22,SIDD_corrected_danet,34.08477625944243,10.175762995467343
17,22,SIDD_corrected_danet_nldm,31.709255557657507,9.504102453897547
17,22,SIDD_corrected_danet_pp,33.07594884394223,9.816109040732625
17,22,SIDD_corrected_danet_t,33.779944277879835,9.96909282505902
18,24,SIDD,50.26244598666583,17.081600947524194
18,24,SIDD_corrected,33.70113408777342,9.832581365710853
18,24,SIDD_corrected_danet,34.01594199630275,10.001632496004953
18,24,SIDD_corrected_danet_nldm,33.785040403677556,9.891253959773918
18,24,SIDD_corrected_danet_pp,33.90868126843896,9.960299627864098
18,24,SIDD_corrected_danet_t,34.18753332569978,9.96998249602549
19,25,SIDD,99.114963762626,28.97102622597708
19,25,SIDD_corrected,33.5438825613802,10.209104363286496
19,25,SIDD_corrected_danet,34.12195451535443,10.184980997448415
19,25,SIDD_corrected_danet_nldm,33.46628677132282,10.213608669522353
19,25,SIDD_corrected_danet_pp,33.59261625993873,10.103912526639009
19,25,SIDD_corrected_danet_t,34.207382529671136,10.059361894685944
20,27,SIDD,111.7427465487134,31.59442297212233
20,27,SIDD_corrected,27.69039793901188,8.893366553233454
20,27,SIDD_corrected_danet,28.15319188904993,8.780595328595458
20,27,SIDD_corrected_danet_nldm,27.8086432250988,8.929242825491372
20,27,SIDD_corrected_danet_pp,28.028442469027482,8.700348812335868
20,27,SIDD_corrected_danet_t,28.785293101831243,8.936016085287505
